Longitude,Latitude,County,Sub-County,Ward,Locality,Species examined,Production System,RVF,RP,PPR,FMD,CCPP,CBPP,Avian Influenza
35.7446549,0.4921713,Baringo,Baringo Central,Kabarnet,Market,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
34.4570817,-0.5334291,Homa Bay,Homa Bay Town,Homa Bay Arujo,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.4570817,-0.5334291,Homa Bay,Homa Bay Town,Homa Bay Arujo,Village/Farm,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
36.6999342,1.0943857,Samburu,Samburu West,Maralal,Crush,Cattle,Mixed,No,Unknown,Unknown,No,Unknown,No,Unknown
36.6999342,1.0953528,Samburu,Samburu West,Poro,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.5526656,-1.0215099,Migori,Uriri,East Kanyamkago,Village/Farm,Chicken,Intensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
36.6927158,1.0924104,Samburu,Samburu West,Maralal,Crush,Cattle,Mixed,No,Unknown,Unknown,No,Unknown,No,Unknown
35.0200864,-0.7525862,Bomet,Sotik,Kipsonoi,Village/Farm,Cattle,Mixed,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown
0.0,0.0,Kwale,Msambweni,Kinondo,Abattoir,Cattle,Extensive,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35.093313,-0.8503933,Bomet,Sotik,Ndanai/Abosi,Market,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
36.692681,1.0925553,Samburu,Samburu West,Maralal,Crush,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.7296313,-0.7928574,Kisii,Bobasi,Basi Central,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
34.7296313,-0.7928574,Kisii,Bobasi,Basi Central,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
36.6927609,1.0924043,Samburu,Samburu West,Maralal,Crush,Sheep,Extensive,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
34.7296313,-0.7928574,Kisii,Bomachoge Chache,Boochi/Tendere,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
36.6926863,1.0925604,Samburu,Samburu West,Maralal,Crush,Goats,Extensive,No,Unknown,No,Unknown,No,Unknown,Unknown
34.7296313,-0.7928574,Kisii,Bomachoge Chache,Bosoti/Sengera,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.728322,-0.7949974,Kisii,Bobasi,Basi Central,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
35.0173029,-0.753341,Bomet,Sotik,Rongena/Manaret,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
36.6999342,1.0953528,Samburu,Samburu West,Poro,Village/Farm,Cattle,Mixed,No,Unknown,Unknown,No,Unknown,No,Unknown
39.5622392,-4.2806171,Kwale,Msambweni,Gombato Bongwe,Abattoir,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
34.6775396,-0.4142048,Homa Bay,Karachuonyo,Kendu Bay Town,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
36.6999342,1.0953528,Samburu,Samburu West,Maralal,Village/Farm,Sheep,Mixed,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
34.6775396,-0.4142048,Homa Bay,Karachuonyo,Kendu Bay Town,Village/Farm,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
36.6999342,1.0953528,Samburu,Samburu West,Poro,Village/Farm,Goats,Mixed,No,Unknown,No,Unknown,No,Unknown,Unknown
34.6775396,-0.4142048,Homa Bay,Karachuonyo,Kendu Bay Town,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
35.8329381,-1.7591059,Narok,Narok South,Loita,Village/Farm,Cattle,Mixed,No,No,Unknown,Unknown,Unknown,No,Unknown
40.872961,3.5501111,Mandera,Mandera North,Ashabito,Crush,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
39.525665,-4.3840857,Kwale,Msambweni,Kinondo,Village/Farm,Cattle,Intensive,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown
39.525665,-4.3840857,Kwale,Msambweni,Kinondo,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
39.4222584,-4.3643367,Kwale,Msambweni,Kinondo,Village/Farm,Cattle,Extensive,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
39.5369622,-4.3523386,Kwale,Msambweni,Kinondo,Abattoir,Cattle,Extensive,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown
39.5369622,-4.3523386,Kwale,Msambweni,Kinondo,Abattoir,Goats,Extensive,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34.7303945,-0.8937919,Kisii,Bomachoge Borabu,Bokimonge,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
0.0,0.0,Kisii,Nyaribari Masaba,Gesusu,Village/Farm,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
37.3810048,-2.022589,Makueni,Kilome,Mukaa,Crush,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
39.5587907,-4.2786072,Kwale,Msambweni,Gombato Bongwe,Abattoir,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
41.1880767,3.1505143,Mandera,Lafey,Lafey,Village/Farm,Camel,Mixed,No,Unknown,Unknown,No,Unknown,Unknown,Unknown
39.5622597,-4.2804504,Kwale,Msambweni,Gombato Bongwe,Abattoir,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
37.3810048,-2.022589,Makueni,Kilome,Kasikeu,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
39.5625622,-4.2818667,Kwale,Msambweni,Gombato Bongwe,Abattoir,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
0.0,0.0,Kisii,Nyaribari Masaba,Gesusu,Village/Farm,Goats,Mixed,No,Unknown,No,Unknown,No,Unknown,Unknown
34.728322,-0.7949974,Kisii,Bomachoge Chache,Majoge Basi,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
41.1868197,3.1500917,Mandera,Lafey,Lafey,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
41.1880767,3.1505143,Mandera,Lafey,Lafey,Village/Farm,Chicken,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.4421806,-1.1654755,Migori,Kuria West,Tagare,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
35.1408011,-0.445541,Kericho,Bureti,Chemosot,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.7670014,-0.0835404,Kisumu,Kisumu Central,Railways,Village/Farm,Chicken,Intensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.7673467,-0.0840201,Kisumu,Kisumu Central,Railways,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
35.206432,-0.3311665,Kericho,Bureti,Chemosot,Abattoir,Sheep,Unknown,No,Unknown,No,No,Unknown,Unknown,Unknown
34.607337,-0.8153378,Kisii,South Mugirango,Bogetenga,Market,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
0.0,0.0,Migori,Kuria East,Nyabasi West,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
40.39784,0.12202,Garissa,Dadaab,Damajale,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
36.7054105,1.0918299,Samburu,Samburu West,Maralal,Market,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
34.8208473,-1.2216864,Narok,Transmara West,Lolgorian,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
37.8970429,0.2839845,Meru,Igembe Central,Kangeta,Village/Farm,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
37.8958546,0.2817416,Meru,Igembe Central,Kangeta,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
40.3112012,0.0477895,Garissa,Dadaab,Dadaab,Village/Farm,Camel,Extensive,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34.7262494,-0.9123052,Kisii,Bomachoge Borabu,Bokimonge,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
34.6459912,-0.3883159,Homa Bay,Karachuonyo,Kendu Bay Town,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
0.0,0.0,Migori,Kuria East,Nyabasi East,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.6459912,-0.3883159,Homa Bay,Karachuonyo,Kendu Bay Town,Village/Farm,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
34.6459912,-0.3883159,Homa Bay,Karachuonyo,Kendu Bay Town,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
38.082483,-2.5859795,Makueni,Kibwezi East,Mtito Andei,Market,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.8208473,-1.2216864,Narok,Transmara West,Lolgorian,Village/Farm,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
34.8208473,-1.2216864,Narok,Transmara West,Lolgorian,Village/Farm,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
34.6647433,-0.6541047,Kisii,Bonchari,Riana,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
34.5114449,-0.9541581,Migori,Suna East,Kakrao,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
37.3617516,-2.0055494,Makueni,Kilome,Kasikeu,Village/Farm,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
37.3617516,-2.0055494,Makueni,Kilome,Kasikeu,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
37.4450982,-1.7403828,Makueni,Kaiti,Ukia,Village/Farm,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
34.5960763,-1.194211,Migori,Kuria West,Bukira East,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
34.8518968,-0.7382193,Kisii,Bobasi,Basi Central,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
39.5641774,-4.2777055,Kwale,Msambweni,Gombato Bongwe,Abattoir,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
34.480641,-1.2361834,Migori,Kuria West,Isibania,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
41.8546124,3.9387791,Mandera,Mandera East,Neboi,Abattoir,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
34.4809874,-1.2349315,Migori,Kuria West,Isibania,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.4809874,-1.2349315,Migori,Kuria West,Isibania,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
41.1880767,3.1505143,Mandera,Lafey,Lafey,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
34.4761375,-1.2429839,Migori,Kuria West,Nyamosense/Komosoko,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.4771768,-1.2272585,Migori,Kuria West,Tagare,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.4446065,-1.1684293,Migori,Kuria West,Tagare,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.4435668,-1.1674479,Migori,Kuria West,Tagare,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
34.4199976,-1.1707658,Migori,Kuria West,Nyamosense/Komosoko,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
38.082483,-2.5859795,Makueni,Kibwezi East,Mtito Andei,Market,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
38.082483,-2.5859795,Makueni,Kibwezi East,Mtito Andei,Market,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
38.082483,-2.5859795,Makueni,Kibwezi East,Ivingoni/Nzambani,Market,Chicken,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.7656729,-0.0829445,Kisumu,Kisumu Central,Railways,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
34.7656729,-0.0829445,Kisumu,Kisumu Central,Railways,Village/Farm,Chicken,Intensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.607337,-0.8153378,Kisii,South Mugirango,Bogetenga,Market,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
36.6927725,1.0926138,Samburu,Samburu West,Maralal,Crush,Sheep,Extensive,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
34.607337,-0.8153378,Kisii,South Mugirango,Bogetenga,Market,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
0.0,0.0,Kisii,Nyaribari Masaba,Kiamokama,Village/Farm,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
34.607337,-0.8153378,Kisii,South Mugirango,Bogetenga,Market,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
0.0,0.0,Kisii,Nyaribari Masaba,Kiamokama,Village/Farm,Sheep,Unknown,No,Unknown,No,No,Unknown,Unknown,Unknown
39.6062548,-4.0326501,Kwale,Matuga,Waa,Village/Farm,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
39.5587907,-4.2786072,Kwale,Msambweni,Gombato Bongwe,Abattoir,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
0.0,0.0,Kisii,Nyaribari Masaba,Kiamokama,Village/Farm,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
41.1877625,3.1505294,Mandera,Lafey,Lafey,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
34.7688883,-0.0832563,Kisumu,Kisumu Central,Railways,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
37.3228405,0.9777566,Samburu,Samburu East,Wamba East,Market,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
37.6778766,0.6447122,Samburu,Samburu East,Waso,Market,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
37.5878667,1.1069696,Samburu,Samburu East,Waso,Village/Farm,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
37.3174891,0.9794421,Samburu,Samburu East,Wamba East,Village/Farm,Camel,Extensive,No,Unknown,Unknown,No,Unknown,Unknown,Unknown
37.3188323,0.9796548,Samburu,Samburu East,Wamba East,Crush,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
36.7019563,1.0948405,Samburu,Samburu West,Maralal,Market,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
36.7054105,1.0919508,Samburu,Samburu West,Maralal,Market,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
0.0,0.0,Migori,Kuria East,Nyabasi East,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
34.5960763,-1.194211,Migori,Kuria West,Bukira East,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
36.7054105,1.0919508,Samburu,Samburu West,Maralal,Market,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
34.7714898,-0.0835358,Kisumu,Kisumu Central,Railways,Village/Farm,Chicken,Intensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
36.7054105,1.0918299,Samburu,Samburu West,Maralal,Market,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.7349358,-0.8197968,Kisii,Bomachoge Chache,Boochi/Tendere,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.4425271,-1.0811745,Migori,Suna West,Ragana-Oruba,Market,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
34.4425271,-1.0811745,Migori,Suna West,Ragana-Oruba,Market,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
34.4345558,-1.0743236,Migori,Suna West,Ragana-Oruba,Market,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
34.3856722,-1.190936,Migori,Kuria West,Nyamosense/Komosoko,Market,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.6238969,-1.1899506,Migori,Kuria West,Bukira East,Village/Farm,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
0.0,0.0,Migori,Kuria East,Nyabasi East,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
39.5662963,-4.3367226,Kwale,Msambweni,Kinondo,Abattoir,Goats,Extensive,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown
35.8690586,-1.0772746,Narok,Narok North,Narok Town,Village/Farm,Chicken,Intensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34.790822,-0.9187304,Kisii,Bomachoge Borabu,Bokimonge,Village/Farm,Cattle,Intensive,No,No,Unknown,Unknown,Unknown,No,Unknown
39.5662963,-4.3367226,Kwale,Msambweni,Kinondo,Abattoir,Cattle,Extensive,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
39.5620818,-4.280503,Kwale,Msambweni,Gombato Bongwe,Abattoir,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
37.476179,0.361976,Isiolo,Isiolo North,Burat,Village/Farm,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
39.5600569,-4.2873105,Kwale,Msambweni,Ukunda,Village/Farm,Cattle,Mixed,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
37.476179,0.361976,Isiolo,Isiolo North,Burat,Village/Farm,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
39.5625622,-4.2805973,Kwale,Msambweni,Gombato Bongwe,Abattoir,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
34.4812668,-1.233262,Migori,Kuria West,Isibania,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,Unknown,Unknown
0.0,0.0,Migori,Kuria East,Nyabasi West,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.4812668,-1.233262,Migori,Kuria West,Isibania,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
39.908845,-3.1902403,Kilifi,Magarini,Garashi,Crush,Cattle,Mixed,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown
39.5644852,-4.3266482,Kwale,Msambweni,Kinondo,Village/Farm,Cattle,Intensive,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown
34.7293583,-0.8930646,Kisii,Bomachoge Borabu,Bokimonge,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
34.4812668,-1.233262,Migori,Kuria West,Isibania,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.4812668,-1.233262,Migori,Kuria West,Tagare,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.7293583,-0.8930646,Kisii,Bomachoge Borabu,Bokimonge,Village/Farm,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
34.4812668,-1.233262,Migori,Kuria West,Nyamosense/Komosoko,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.7148492,-0.8892822,Kisii,Bomachoge Borabu,Bokimonge,Village/Farm,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
39.5662963,-4.3367226,Kwale,Msambweni,Kinondo,Abattoir,Cattle,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown
34.3688508,-1.1104123,Migori,Suna West,Wasimbete,Market,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
34.3738807,-1.109912,Migori,Suna West,Wasimbete,Market,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
34.4812668,-1.233262,Migori,Kuria West,Isibania,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
36.2676604,-1.0992918,Narok,Narok East,Suswa,Crush,Cattle,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
36.2676604,-1.0992918,Narok,Narok East,Suswa,Crush,Sheep,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34.4414874,-1.1859065,Migori,Suna West,Wasimbete,Market,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
37.6607643,-0.3157206,Tharaka-Nithi,Chuka/Igambang'Ombe,Karingani,Abattoir,Goats,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
39.555874,-4.3663753,Kwale,Msambweni,Kinondo,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
39.5368308,-4.3531904,Kwale,Msambweni,Kinondo,Abattoir,Cattle,Extensive,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown
39.5208163,-4.3897068,Kwale,Msambweni,Kinondo,Village/Farm,Cattle,Mixed,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
38.0037763,-2.3441914,Makueni,Kibwezi West,Kikumbulyu North,Crush,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
39.5368308,-4.3531904,Kwale,Msambweni,Kinondo,Abattoir,Goats,Extensive,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown
34.4812668,-1.233262,Migori,Kuria West,Isibania,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.4812668,-1.233262,Migori,Kuria West,Isibania,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
34.6460472,-0.3883187,Homa Bay,Karachuonyo,Kendu Bay Town,Village/Farm,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
38.0041072,-2.3434415,Makueni,Kibwezi West,Kikumbulyu North,Crush,Cattle,Mixed,No,Unknown,Unknown,No,Unknown,No,Unknown
34.4812668,-1.233262,Migori,Kuria West,Nyamosense/Komosoko,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
36.692734,1.0922819,Samburu,Samburu West,Maralal,Crush,Cattle,Mixed,No,Unknown,Unknown,No,Unknown,No,Unknown
34.4761375,-1.2429839,Migori,Kuria West,Nyamosense/Komosoko,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
36.6927725,1.0922512,Samburu,Samburu West,Maralal,Village/Farm,Cattle,Mixed,No,Unknown,Unknown,No,Unknown,No,Unknown
36.6927725,1.0922512,Samburu,Samburu West,Maralal,Village/Farm,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
34.6512568,-0.6885474,Kisii,Bonchari,Riana,Market,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
34.8674173,-0.4167368,Homa Bay,Kabondo Kasipul,Kabondo East,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
35.8540672,-1.7578906,Narok,Narok South,Loita,Village/Farm,Cattle,Mixed,No,No,Unknown,Unknown,Unknown,No,Unknown
37.588975,0.348007,Isiolo,Isiolo North,Wabera,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
37.578107,0.334781,Isiolo,Isiolo North,Wabera,Village/Farm,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
36.6927725,1.0922512,Samburu,Samburu West,Maralal,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
35.1383948,0.2083801,Nandi,Emgwen,Kilibwoni,Village/Farm,Cattle,Mixed,Unknown,No,Unknown,No,Unknown,No,Unknown
35.1383948,0.1743333,Nandi,Emgwen,Kilibwoni,Village/Farm,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
37.578107,0.334781,Isiolo,Isiolo North,Wabera,Village/Farm,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
37.588975,0.348007,Isiolo,Isiolo North,Wabera,Village/Farm,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
39.5414413,-4.3178276,Kwale,Msambweni,Ukunda,Village/Farm,Goats,Mixed,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown
39.5414413,-4.3178276,Kwale,Msambweni,Ukunda,Village/Farm,Goats,Mixed,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34.7905276,-0.9261366,Kisii,Bomachoge Borabu,Bokimonge,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,Unknown,Unknown
37.588975,0.348007,Isiolo,Isiolo North,Wabera,Village/Farm,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
37.588975,0.348007,Isiolo,Isiolo North,Wabera,Village/Farm,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
34.8011767,-0.9375734,Kisii,Bomachoge Borabu,Bokimonge,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
34.7196858,-0.902772,Kisii,Bomachoge Borabu,Magenche,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,Unknown,Unknown
34.7193404,-0.9000669,Kisii,Bomachoge Borabu,Magenche,Village/Farm,Cattle,Mixed,No,No,Unknown,Unknown,Unknown,No,Unknown
37.4156008,-2.0477221,Makueni,Kaiti,Ukia,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
34.4432203,-1.1686977,Migori,Kuria West,Tagare,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
37.4450982,-1.7403828,Makueni,Kaiti,Ukia,Village/Farm,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
37.9622782,-2.409535,Makueni,Kibwezi East,Thange,Crush,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
34.3813043,-1.1063918,Migori,Kuria West,Tagare,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
34.0740603,-0.7332769,Homa Bay,Suba,Gwassi South,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
36.6927016,1.0924499,Samburu,Samburu West,Maralal,Village/Farm,Goats,Mixed,No,Unknown,No,Unknown,No,Unknown,Unknown
34.480641,-1.235934,Migori,Kuria West,Isibania,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
37.506042,0.342844,Isiolo,Isiolo North,Burat,Village/Farm,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
37.476179,0.361976,Isiolo,Isiolo North,Ngare Mara,Village/Farm,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
37.476179,0.361976,Isiolo,Isiolo North,Ngare Mara,Village/Farm,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
37.476179,0.361976,Isiolo,Isiolo North,Ngare Mara,Village/Farm,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
37.58904,0.347992,Isiolo,Isiolo North,Wabera,Village/Farm,Goats,Intensive,No,Unknown,No,No,No,Unknown,Unknown
